,dialog_act,utterance_content
4022,inform,expensive
14180,thankyou,thank you good bye
14437,request,and the phone number
8422,inform,french
3884,reqalts,is there anything else
12614,inform,i dont care
10698,request,phone number
12201,thankyou,thank you good bye
1105,thankyou,okay thank you good bye
24032,inform,i dont care
4475,inform,expensive restaurants
8597,request,what type of food do they serve
8050,affirm,right
15143,request,kay can i get their phone number please
6859,affirm,yes
17329,inform,any
11265,inform,any
14779,inform,i dont care
10683,inform,cheap
18346,request,phone number
11102,request,the address
4075,reqalts,anything else
18866,reqalts,how about asian oriental type of food
11327,inform,korean food
21241,thankyou,thank you good bye
11420,request,can i get the address
13518,thankyou,okay thank you
6381,inform,cantonese
20861,inform,expensive
1451,request,address
10891,reqalts,thats fine how bout asian food
11885,request,price range
9876,reqalts,how about asian oriental food
10810,inform,looking for an expensive restaurant in the south part of town
22465,affirm,yes
13438,inform,a restaurant in
3209,request,price range
20886,inform,austrian
6383,request,okay whats the phone number
2759,inform,world food
6256,inform,european
21220,reqalts,anything else
1781,inform,restaurant
18910,inform,im looking for a restaurant in the north part of town
22511,request,what is the phone number
12969,request,can i have the price range
9170,inform,moderate
3754,reqalts,is there anything else
9332,request,and whats the phone number
17477,inform,im looking for a cheap restaurant in the north part of town
2908,reqalts,what about any area
6203,inform,moderate
152,inform,any part
24901,inform,thai food
11696,request,the address
11340,inform,im looking for indian food
21736,affirm,yes
17060,inform,italian food
3341,request,what is the phone number
12603,inform,im looking for something in the south part of town that serves creative
16229,inform,east part of town
16689,inform,gastro pub
23940,inform,east part of town
19067,inform,chinese foo
5831,request,what is the phone number
4725,thankyou,thank you good bye
15926,affirm,yes
3862,inform,french food
12213,affirm,yes
10906,inform,i want to find a restaurant in the north part of town
18384,inform,any range
5570,request,and the phone number
6945,request,address
14671,inform,i need an expensive restaurant that serves afghan food
1712,thankyou,thank you good bye
3890,inform,dont care
10161,request,can i have the address
17497,request,what is the address
10055,inform,noise ah gastropub food
18237,inform,asian food
12557,inform,katalian food
17033,request,what is the phone number
18977,inform,east
1262,inform,i want brazilian food
1940,inform,um it doesnt matter
18549,inform,asian oriental
16893,reqalts,anything else
15711,reqalts,is there anything else
13155,thankyou,thank you good bye
14618,request,type of food
7316,inform,im looking for an expensive restaurant in the south part of town
16931,affirm,yes
16743,thankyou,thank you
14741,inform,im looking for a restaurant in the south part of town that serves
17969,request,can i have the address phone number and post code
9716,request,tell me the post code
11277,inform,south
17633,inform,im looking for a cheap restaurant serving mediterranean food
11879,inform,south
5634,request,whats the address
8950,inform,thai
16366,inform,singaporean
5178,request,phone number
20810,inform,id like a european food
7268,inform,i need a moderately priced restaurant in the north part of town
3856,reqalts,what about italian food
6930,thankyou,thank you good bye
15228,request,address
6894,request,and the phone number
10246,inform,i need a cheap restaurant in the south part of town
10658,affirm,yes
12643,thankyou,thank you good bye
17122,thankyou,thank you good bye
5052,inform,any kind
8072,request,whats its address
10371,reqalts,how about portuguese
22155,thankyou,thank you good bye
22653,request,address
6319,inform,im looking for asian food
19430,inform,i dont care
11391,reqalts,how about indian food
3863,request,okay whats the phone number
17821,inform,any type of food
24104,thankyou,okay thank you good bye
8959,thankyou,thank you good bye
24961,request,okay and can i get the address
24699,inform,dont care
18486,inform,im looking for an expensive restaurant in the east part of town
15547,inform,i dont care
22039,request,what area
17546,inform,it doesnt matter
8593,inform,i need a moderately priced restaurant in the south part of town
280,thankyou,thank you good bye
22079,thankyou,thank you good bye
2068,confirm,is there a cheap restaurant that serves vietnamese food
5286,inform,caribbean food
3687,inform,vietnamese food
25305,request,whats the phone number
4219,inform,im looking for a restaurant in the west part of town serving korean
14902,thankyou,thank you goodbye
22345,request,what is the address
5797,inform,id like a cheap restaurant in the north part of town
15886,inform,east
24287,inform,danish food
23171,thankyou,thank you good bye
3499,inform,im looking for a
4949,request,what is the price range of this venue
16951,affirm,yes
17266,inform,im looking for something in the center of town
22929,negate,no
21914,bye,k you goodbye
18790,inform,north
17218,thankyou,thank you good bye
21731,inform,food
733,inform,north
12077,inform,european food
24277,thankyou,thank you good bye
3288,thankyou,thank you good bye
9363,bye,good bye
21148,bye,good bye
9486,inform,im looking for a restaurant that serves french food
11946,inform,it doesnt matter
23353,inform,uh cheap restaurant malaysian food
13193,inform,i want cuban food
24053,inform,i want gastropub
19506,inform,dont care
12757,inform,south
11306,inform,im looking for a cheap restaurant in the south part of town
3322,thankyou,thank you good bye
20783,inform,i dont care
20117,request,uh could you repeat the phone number
15268,request,address
25341,inform,chinese food
17800,negate,no
19996,inform,north
20798,inform,gastropub
11103,request,whats the phone number
24646,inform,cheap
23343,thankyou,thank you good bye
16600,inform,singapore
23672,affirm,yes
17003,inform,i want a moderately priced restaurant in the north part of town
25204,reqalts,is there a restaurant serving indian food
1635,inform,cheap
14797,request,and what kind of food do they serve
12192,thankyou,thank you goodbye
12221,inform,west
5649,request,may i get the phone number
8401,inform,doesnt matter
2649,inform,expensive
18738,request,address
19934,inform,belgium food
4628,inform,looking for a moderately priced restaurant in the north of town
12867,inform,i need a moderately priced restaurant
9053,request,address
16657,thankyou,thank you good bye
2578,inform,i dont care
9631,request,what is the address
14482,reqalts,anything else
23253,inform,italian
18623,thankyou,thank you good bye
20539,inform,i dont care
804,request,how about the phone number
19022,inform,im looking for a cheap restaurant in the west part of town
16006,thankyou,thank you good bye
11328,request,address phone number area
17756,thankyou,thank you good bye
21852,thankyou,thank you good bye
12624,reqalts,how about spanish
6027,request,and the phone number
24831,inform,thai food
842,inform,i want a cheap restaurant that serves cuban food
7318,reqalts,is there anything else
13708,thankyou,thank you and good
15717,request,what is the post code
15505,reqalts,okay is there another option
21467,request,can i have the address
19191,inform,moderately priced restaurant in
6640,inform,american
17631,inform,im looking for a restaurant in the north of town serving french type of food
16964,negate,no
21286,inform,im looking for a
23004,inform,im looking for
13657,bye,good bye
22402,inform,spanish
11143,bye,good thank you good bye
8483,request,address
8211,inform,south
234,inform,doesnt matter
7649,inform,i dont care
13259,thankyou,thank you good bye
21343,request,may i have the address
2011,confirm,is it moderately priced
18096,thankyou,thank you good bye
