,dialog_act,utterance_content
1195,request,im good can i have the address and phone number please
1196,request,and the phone number
1197,thankyou,thank you good bye
1198,inform,expensive restaurant
1199,inform,any
1200,inform,south
1201,request,what is the phone number and post code
1202,request,what is the post code
1203,thankyou,thank you good bye
1204,inform,restauarant south part of town vanessa food
1205,affirm,yes
1206,thankyou,thank you good bye
1207,inform,traditional food
1208,inform,any
1209,request,phone number
1210,thankyou,thank you good bye
1211,inform,cheap restaurant in the west part of town
1212,thankyou,thank you
1213,request,phone number
1214,thankyou,thank you good bye
1215,null,unintelligible
1216,null,unintelligible
1217,inform,expensive french
1218,inform,expensive french food
1219,negate,no something else
1220,inform,i want french food
1221,inform,french food any part of town
1222,inform,expensive
1223,request,address and phone number
1224,thankyou,thank you good bye
1225,null,unintelligible
1226,null,unintelligible
1227,null,unintelligible
1228,inform,cheap restaurant west part of town
1229,thankyou,thank you good bye
1230,affirm,uh huh
1231,inform,cheap restaurant north part of town
1232,affirm,yes cheap restaurant
1233,inform,north part of town
1234,request,noise address
1235,null,noise
1236,null,noise
1237,null,tell me number
1238,thankyou,thank you good bye
1239,inform,expensive restaurant tuscan food
1240,null,unintelligible
1241,inform,thai food
1242,inform,thai food
1243,inform,okay change restaurant
1244,negate,no
1245,null,noise
1246,thankyou,thank you good bye
1247,thankyou,thank you good bye
1248,null,noise
1249,bye,good bye
1250,null,noise
1251,thankyou,thank you good bye
1252,bye,good bye
1253,null,noise
1254,thankyou,thank you good bye
1255,null,im looking
1256,null,or
1257,inform,greek food
1258,reqalts,okay what about european
1259,reqalts,what about european
1260,request,what is the address
1261,thankyou,thank you good bye
1262,inform,i want brazilian food
1263,null,care
1264,request,what is the address and phone number
1265,thankyou,thank you good bye
1266,thankyou,thank you good bye
1267,inform,im looking for a restaurant in the center that serves romanian food
1268,inform,romanian food
1269,inform,romanian
1270,confirm,is it in the center
1271,request,okay what is the address and phone number
1272,thankyou,thank you good bye
1273,inform,im looking for a restaurant that serves romanian food
1274,inform,dont care
1275,inform,romanian
1276,reqalts,how about thai
1277,request,what is the phone number and price range
1278,request,what is the price range
1279,thankyou,thank you good bye
1280,thankyou,thank you good bye
1281,inform,i want to find a restaurant in the centre that serves thai food
1282,inform,thai
1283,request,what is the phone number and address
1284,request,what is the address
1285,request,what type of food is it
1286,negate,no
1287,null,sil
1288,negate,no
1289,reqalts,what about thai
1290,affirm,unintelligible yeah what about thai food
1291,confirm,does it serve thai food
1292,request,what is the address and phone number
1293,request,what is the phone number
1294,thankyou,thank you goodbye
1295,inform,i want to find a cheap restaurant in the south part of town
1296,inform,cheap
1297,thankyou,thank you
1298,inform,in the inner south
1299,negate,no in the south part of town
1300,inform,i want something in the south part of town
1301,inform,i want something in the south
1302,inform,i want something in the south part of town
1303,request,what is the address and the type of food
1304,request,what is the address
1305,request,what is the type of food
1306,request,type of food does it serve
1307,thankyou,thank you goodbye
1308,thankyou,thank you goodbye
1309,inform,im trying to find a cheap restaurant in the east of town
1310,inform,cheap
1311,confirm,is it in the east of town
1312,request,what is the address and post code
1313,request,what is the address
1314,request,what is the address
1315,thankyou,thank you good bye
1316,inform,chinese restaurant in the south part of town
1317,inform,chinese
1318,request,can i get the phone number
1319,request,can i get the price range
1320,thankyou,thank you good bye
1321,inform,african food in any price range
1322,affirm,yes african food
1323,request,address phone number and area
1324,request,what area is it in
1325,thankyou,thank you good bye
1326,inform,id like to find a moderately priced restaurant
1327,inform,moderate
1328,inform,i need it in the north part of town
1329,reqalts,is there anything else
1330,request,what is the address
1331,request,and what kind of food does the venue ser
1332,thankyou,thank you goodbye
1333,inform,moderately priced restaurant that serves indian food
1334,inform,indian
1335,request,and what part of town is it in
1336,affirm,uh yes
1337,request,and where is it
1338,confirm,is that in the north part of town
1339,request,and whats the phone number
1340,thankyou,thank you good bye
1341,inform,id like a restaurant in the center that serves danish food
1342,affirm,yes
1343,reqalts,how about a restaurant that serves thai food
1344,reqalts,how about a restaurant that serves thai food
1345,inform,id like thai food
1346,inform,i dont care can i try again
1347,inform,thai food
1348,inform,id like thai food
1349,thankyou,thank you
1350,thankyou,thank you
1351,bye,stop
1352,restart,start over
1353,null,try again
1354,inform,id like a restaurant that serves thai food
1355,inform,id like thai food
1356,inform,id like thai food
1357,inform,id like thai food
1358,thankyou,thank you goodbye
1359,inform,id like a restaurant that serves australian asian food
1360,inform,could i have a restaurant that serves turkish food
1361,request,could i get the address and post code please
1362,thankyou,thank you good bye
1363,inform,breath id like a cheap restaurant in the north part of town
1364,reqalts,breath is there anything else
1365,request,could i have the address and phone number please
1366,thankyou,breath thank you goodbye
1367,inform,id like a restaurant in the center that serves mediterranean food
1368,inform,a restaurant in the center that serves mediterranean food
1369,request,could i have the address and phone number please
1370,thankyou,thank you good bye
1371,inform,id like a cheap restaurant in the south part of town
1372,request,can i have the phone number and type of food please
1373,request,what type of food do they serve
1374,thankyou,thank you good bye
1375,inform,id like a restaurant in the north part of town that serves traditional food
1376,inform,could i have the asian oriental restaurant
1377,request,could i have the address and phone number
1378,thankyou,thank you good bye
1379,inform,i need to find a restaurant in the center and it should serve irish food
1380,inform,irish food
1381,inform,french food
1382,request,and can i get the address phone number and price range
1383,request,what is the phone number
1384,request,price range
1385,thankyou,thank you good bye
1386,null,unintelligible
1387,null,sil
1388,null,sil
1389,inform,dont care
1390,request,what type of food do they serve
1391,inform,korean
1392,request,phone number
1393,null,unintelligent
